,brand,model,weight_g
4279,Motorola,KRZR K3,110
4280,Motorola,SLVR L9,96
4281,Motorola,Q 9h,134
4282,Motorola,Q8,115
4283,Motorola,W510,107
4284,Motorola,W215,78
4285,Motorola,W205,78
4286,Motorola,ROKR Z6,105
4287,Motorola,ROKR E6,121
4288,Motorola,SLVR L7e,96
4289,Motorola,RAZR maxx V6,105
4290,Motorola,RAZR V3xx,107
4291,Motorola,RIZR Z3,115
4292,Motorola,KRZR K1,102
4293,Motorola,W209,78
4294,Motorola,W375,88
4295,Motorola,W208,78
4296,Motorola,MOTOFONE F3,70
4297,Motorola,W220,93
4298,Motorola,V195,100
4299,Motorola,V191,98
4300,Motorola,ROKR E2,107
4301,Motorola,RAZR V3i,100
4302,Motorola,ROKR E1,107
4303,Motorola,A910,127
4304,Motorola,A1200,122
4305,Motorola,A728,120
4306,Motorola,A732,95
4307,Motorola,E895,127
4308,Motorola,V3x,125
4309,Motorola,E1070,129
4310,Motorola,E770,115
4311,Motorola,SLVR L7,96
4312,Motorola,PEBL U6,110
4313,Motorola,A1010,160
4314,Motorola,E1060,125
4315,Motorola,E1120,130
4316,Motorola,V1050,136
4317,Motorola,C261,91
4318,Motorola,C257,91
4319,Motorola,C168,77
4320,Motorola,C139,85
4321,Motorola,C123,86
4322,Motorola,C118,86
4323,Motorola,C117,84
4324,Motorola,C113a,86
4325,Motorola,C113,86
4326,Motorola,C390,91
4327,Motorola,E680i,133
4328,Motorola,V560,
4329,Motorola,V557,95
4330,Motorola,V361,104
4331,Motorola,V360,104
4332,Motorola,L6,86
4333,Motorola,L2,86
4334,Motorola,V235,102
4335,Motorola,V230,96
4336,Motorola,V186,92
4337,Motorola,V176,
4338,Motorola,E378i,102
4339,Motorola,V635,124
4340,Motorola,A668,90
4341,Motorola,V980,137
4342,Motorola,C980,139
4343,Motorola,V535,122
4344,Motorola,V547,114
4345,Motorola,E375,102
4346,Motorola,RAZR V3,95
4347,Motorola,A780,141
4348,Motorola,Droid Bionic Targa,
4349,Motorola,Droid XTreme,
4350,Motorola,V975,137
4351,Motorola,C975,139
4352,Motorola,V620,115
4353,Motorola,V555,120
4354,Motorola,A840,115
4355,Motorola,E680,133
4356,Motorola,E398,108
4357,Motorola,C650,85
4358,Motorola,V226,103
4359,Motorola,V188,80
4360,Motorola,V171,83
4361,Motorola,C155,80
4362,Motorola,C116,81
4363,Motorola,C115,81
4364,Motorola,MPx,174
4365,Motorola,MPx220,110
4366,Motorola,MPx100,130
4367,Motorola,V872,90
4368,Motorola,V1000,91
4369,Motorola,E1000,140
4370,Motorola,A1000,160
4371,Motorola,A768i,120
4372,Motorola,A630,100
4373,Motorola,C380/C385,80
4374,Motorola,V80,108
4375,Motorola,C289,89
4376,Motorola,C205,84
4377,Motorola,V400p,123
4378,Motorola,V220,100
4379,Motorola,V180,92
4380,Motorola,V878,85
4381,Motorola,A925,210
4382,Motorola,A920,212
4383,Motorola,V750,110
4384,Motorola,MPx200,118
4385,Motorola,V690,93
4386,Motorola,V525,114
4387,Motorola,V501,113
4388,Motorola,V500,123
4389,Motorola,V303,123
4390,Motorola,V300,122
4391,Motorola,V600,115
4392,Motorola,V150,75
4393,Motorola,E390,100
4394,Motorola,C550,94
4395,Motorola,C450,85
4396,Motorola,C250,80
4397,Motorola,C230,80
4398,Motorola,C200,84
4399,Motorola,A835,157
4400,Motorola,A830,157
4401,Motorola,A760,120
4402,Motorola,V295,97
4403,Motorola,V291,97
4404,Motorola,V290,97
4405,Motorola,A388c,138
4406,Motorola,C350,80
4407,Motorola,T725,100
4408,Motorola,T720i,100
4409,Motorola,T720,100
4410,Motorola,T190,99
4411,Motorola,E380,85
4412,Motorola,E365,93
4413,Motorola,E360,85
4414,Motorola,V70,83
4415,Motorola,C336,80
4416,Motorola,C333,75
4417,Motorola,C332,84
4418,Motorola,C331,83
4419,Motorola,C300,82
4420,Motorola,V60i,103
4421,Motorola,V66i,79
4422,Motorola,Accompli 388,130
4423,Motorola,V60,109
4424,Motorola,Accompli 008,155
4425,Motorola,Timeport 280,109
4426,Motorola,Timeport 260,108
4427,Motorola,Timeport 250,97
4428,Motorola,Talkabout T192,117
4429,Motorola,Talkabout T191,80
4430,Motorola,Accompli 009,216.5
4431,Motorola,V.box(V100),83
4432,Motorola,V66,79
4433,Motorola,V50,83
4434,Motorola,T180,140
4435,Motorola,A6188,137
4436,Motorola,v8088,79
4437,Motorola,Talkabout T2288,140
4438,Motorola,V2288,150
4439,Motorola,Timeport P7389,140
4440,Motorola,Timeport L7089,140
4441,Motorola,V3690,83
4442,Motorola,V3688,83
4443,Motorola,StarTAC 130,95
4444,Motorola,StarTAC 85,112
4445,Motorola,StarTAC Rainbow,112
4446,Motorola,StarTAC 75+,112
4447,Motorola,StarTAC 75,112
4448,Motorola,SlimLite,141
4449,Motorola,cd930,120
4450,Motorola,cd920,120
4451,Motorola,M3188,170
4452,Motorola,M3288,170
4453,Motorola,M3588,170
4454,Motorola,M3688,170
4455,Motorola,M3788,170
4456,Motorola,M3888,170
4457,Motorola,d520,170
4458,MWg,Zinc II,185
4459,MWg,Atom Life,145
4460,MWg,UBiQUiO 503g,157
4461,MWg,Atom V,133
4462,MWg,UBiQUiO 501,120
4463,NEC,Terrain,171.8
4464,NEC,804N,115
4465,NEC,e1108,84
4466,NEC,N344i,95
4467,NEC,e373,90
4468,NEC,e636,110
4469,NEC,N500i,99
4470,NEC,N500iS,95
4471,NEC,N908,84
4472,NEC,N938,79
4473,NEC,e353,90
4474,NEC,e121,95
4475,NEC,e122,90
4476,NEC,e949/L1,96
4477,NEC,N600i,113
4478,NEC,e540/N411i,95
4479,NEC,N401i,90
4480,NEC,N343i,95
4481,NEC,N900iG,132
4482,NEC,N200,70
4483,NEC,N160,80
4484,NEC,N923,70
4485,NEC,N150,80
4486,NEC,e238,95
4487,NEC,N940,112
4488,NEC,N930,72
4489,NEC,N630,95
4490,NEC,N850,95
4491,NEC,N840,118
4492,NEC,N750,97
4493,NEC,802,125
4494,NEC,N342i,90
4495,NEC,N500,80
4496,NEC,e101,85
4497,NEC,N110,85
4498,NEC,N109,73
4499,NEC,N100,77
4500,NEC,N920,70
4501,NEC,e338,114
4502,NEC,N620,102
4503,NEC,N610,95
4504,NEC,e228,125
4505,NEC,N410i,118
4506,NEC,N400i,110
4507,NEC,N331i,110
4508,NEC,e313,126
4509,NEC,N910,76
4510,NEC,N900,70
4511,NEC,N830,110
4512,NEC,N820,110
4513,NEC,N710,95
4514,NEC,N700,95
4515,NEC,N600,110
4516,NEC,c616v,130
4517,NEC,e616,130
4518,NEC,e808y,190
4519,NEC,e808,200
4520,NEC,e606,145
4521,NEC,e530,110
4522,NEC,e525,110
4523,NEC,e232,90
4524,NEC,N341i,110
4525,NEC,N223i,110
4526,NEC,N22i,110
4527,NEC,N21i,120
4528,NEC,DB7000,120
4529,NEC,DB6000,
4530,NEC,DB5000,99
4531,NEC,DB4100,99
4532,NEC,DB4000,99
4533,NEC,DB2000,130
4534,NEC,DB500,135
4535,NEC,G9D+,200
4536,Neonode,N2,70
4537,Neonode,N1m,94
4538,Neonode,N1,86
4539,NIU,Andy C5.5E2I,128
4540,NIU,Andy 3.5E2I,102
4541,NIU,Andy 4E2I,110
4542,NIU,Andy 5EI,160
4543,NIU,Andy 5T,123
4544,NIU,C21A,73
4545,NIU,F10,72
4546,NIU,Z10,90
4547,NIU,Tek 5D,150
4548,NIU,Tek 4D2,152
4549,NIU,Niutek 3.5D2,98
4550,NIU,GO 21,66
4551,NIU,Niutek 4.5D,139
4552,NIU,Niutek 4.0D,131
4553,NIU,Niutek 3.5D,108
4554,NIU,GO 20,60
4555,NIU,Niutek 3.5B,92
4556,NIU,LIV 10,73
4557,NIU,GO 50,57
4558,NIU,Niutek 3G 3.5 N209,71
4559,NIU,Niutek 3G 4.0 N309,71
4560,NIU,Pana 3G TV N206,71
4561,NIU,GO 80,90
4562,NIU,Domo N102,90
4563,NIU,Bingo N103,45
4564,NIU,Lotto N104,55
4565,NIU,Pana N105,68
4566,NIU,Pana TV N106,70
4567,NIU,NiutekQ N108,73
4568,NIU,Niutek N109,71
4569,Nokia,3,
4570,Nokia,5,
4571,Nokia,6,169
4572,Nokia,3310 (2017),
4573,Nokia,150,81
4574,Nokia,216,
4575,Nokia,230 Dual SIM,91.8
4576,Nokia,230,91.8
4577,Nokia,222 Dual SIM,79
4578,Nokia,222,79
4579,Nokia,105 Dual SIM (2015),69.6
4580,Nokia,105 (2015),69.8
4581,Nokia,215,78.4
4582,Nokia,215 Dual SIM,78.6
4583,Nokia,Lumia 638,136
4584,Nokia,N1,318
4585,Nokia,Lumia 730 Dual SIM,130
4586,Nokia,Lumia 735,134
4587,Nokia,Lumia 830,150
4588,Nokia,130 Dual SIM,67.9
4589,Nokia,130,68.6
4590,Nokia,Lumia 530 Dual SIM,129
4591,Nokia,Lumia 530,129
4592,Nokia,X2 Dual SIM,150
4593,Nokia,225,99.8
4594,Nokia,225 Dual SIM,100.6
4595,Nokia,Lumia 930,167
4596,Nokia,Lumia 635,134
4597,Nokia,Lumia 630 Dual SIM,134
4598,Nokia,Lumia 630,134
4599,Nokia,XL,190
4600,Nokia,X+,128.7
4601,Nokia,X,128.7
4602,Nokia,Asha 230,89.3
4603,Nokia,220,
4604,Nokia,Lumia Icon,167
4605,Nokia,Lumia 525,124
4606,Nokia,Lumia 1520,209
4607,Nokia,Lumia 1320,220
4608,Nokia,Lumia 2520,615
4609,Nokia,Asha 503 Dual SIM,111.4
4610,Nokia,Asha 503,110.2
4611,Nokia,Asha 502 Dual SIM,100
4612,Nokia,Asha 500 Dual SIM,101.3
4613,Nokia,Asha 500,101
4614,Nokia,108 Dual SIM,70.2
4615,Nokia,515,101.1
4616,Nokia,107 Dual SIM,75.8
4617,Nokia,106,74.2
4618,Nokia,Lumia 625,159
4619,Nokia,Lumia 1020,158
4620,Nokia,208,89.6
4621,Nokia,207,91.3
4622,Nokia,Lumia 925,139
4623,Nokia,Lumia 928,162
4624,Nokia,Asha 501,98.2
4625,Nokia,Asha 210,97.3
4626,Nokia,Lumia 720,128
4627,Nokia,Lumia 520,124
4628,Nokia,301,102
4629,Nokia,105,70
4630,Nokia,Asha 310,103.7
4631,Nokia,Lumia 505,131
4632,Nokia,Lumia 620,127
4633,Nokia,114,80
4634,Nokia,206,91
4635,Nokia,Asha 205,94
4636,Nokia,109,77
4637,Nokia,Lumia 822,141.6
4638,Nokia,Lumia 510,129
4639,Nokia,Lumia 810,145
4640,Nokia,Asha 309,102
4641,Nokia,Asha 308,104
4642,Nokia,Lumia 920,185
4643,Nokia,Lumia 820,160
4644,Nokia,Asha 311,95
4645,Nokia,Asha 306,96
4646,Nokia,Asha 305,98
4647,Nokia,113,77
4648,Nokia,112,85.5
4649,Nokia,111,77
4650,Nokia,110,80
4651,Nokia,Lumia 610 NFC,135
4652,Nokia,103,76.6
4653,Nokia,808 PureView,169
4654,Nokia,800c,142
4655,Nokia,Lumia 610,131.5
4656,Nokia,Asha 302,106
4657,Nokia,Asha 203,90
4658,Nokia,Asha 202,90
4659,Nokia,Lumia 900,160
4660,Nokia,Lumia 900 AT&T,160
4661,Nokia,801T,170
4662,Nokia,X2-02,71
4663,Nokia,Lumia 800,142
4664,Nokia,Lumia 710 T-Mobile,125.5
4665,Nokia,Lumia 710,125.5
4666,Nokia,Asha 303,99
4667,Nokia,Asha 300,85
4668,Nokia,Asha 201,105
4669,Nokia,Asha 200,105
4670,Nokia,603,109.6
4671,Nokia,C2-05,98.5
4672,Nokia,X2-05,87.8
4673,Nokia,C5-06,93
4674,Nokia,C5-05,93
4675,Nokia,C5-04,100
4676,Nokia,101,71
4677,Nokia,100,69.6
4678,Nokia,701,131
4679,Nokia,700,96
4680,Nokia,600,100
4681,Nokia,C3-01 Gold Edition,100
4682,Nokia,500,93
4683,Nokia,N9,135
4684,Nokia,C5 5MP,95
4685,Nokia,C2-06,115
4686,Nokia,C2-03,115
4687,Nokia,C2-02,115
4688,Nokia,702T,127
4689,Nokia,T7,
4690,Nokia,N950,
4691,Nokia,Oro,132
4692,Nokia,X1-01,91.1
4693,Nokia,X7-00,146
4694,Nokia,E6,133
4695,Nokia,C7 Astound,130
4696,Nokia,X1-00,91.1
4697,Nokia,X2-01,107.5
4698,Nokia,C2-01,89
4699,Nokia,C5-03,93
4700,Nokia,E7,176
4701,Nokia,C6-01,131
4702,Nokia,C7,130
4703,Nokia,C3-01 Touch and Type,100
4704,Nokia,5250,107
4705,Nokia,X3 Touch and Type S,
4706,Nokia,X3-02 Touch and Type,77.4
4707,Nokia,X6 8GB,122
4708,Nokia,X5-01,129
4709,Nokia,5233,113
4710,Nokia,E73 Mode,127.6
4711,Nokia,C2-00,74.1
4712,Nokia,C1-02,77.5
4713,Nokia,C1-01,78.8
4714,Nokia,C1-00,72.9
4715,Nokia,N8,135
4716,Nokia,X2-00,81
4717,Nokia,C6,150
4718,Nokia,E5,126
4719,Nokia,C3,114
4720,Nokia,C5,89.3
4721,Nokia,C5 TD-SCDMA,122
4722,Nokia,X5 TD-SCDMA,120
4723,Nokia,6303i classic,96
4724,Nokia,5132 XpressMusic,88
4725,Nokia,X6 16GB,122
4726,Nokia,2710 Navigation Edition,87
4727,Nokia,X6,122
4728,Nokia,6700 slide,110
4729,Nokia,7230,100
4730,Nokia,5330 Mobile TV Edition,113
4731,Nokia,2690,80.7
4732,Nokia,2220 slide,93.5
4733,Nokia,1800,78.5
4734,Nokia,1616,78.5
4735,Nokia,1280,81.9
4736,Nokia,5235 Comes With Music,115
4737,Nokia,6788,158
4738,Nokia,N97 mini,138
4739,Nokia,X3,103
4740,Nokia,N900,181
4741,Nokia,5230,115
4742,Nokia,3208c,90
4743,Nokia,5800 Navigation Edition,109
4744,Nokia,6350,102.3
4745,Nokia,Mural,110.6
4746,Nokia,6760 slide,123.9
4747,Nokia,6790 Surge,123.9
4748,Nokia,3720 classic,94
4749,Nokia,5530 XpressMusic,107
4750,Nokia,E72,128
4751,Nokia,3710 fold,94
4752,Nokia,6730 classic,83
4753,Nokia,6600i slide,110
4754,Nokia,7020,86.2
4755,Nokia,2720 fold,90.3
4756,Nokia,2730 classic,87.7
4757,Nokia,E52,98
4758,Nokia,6216 classic,88
4759,Nokia,5730 XpressMusic,135
4760,Nokia,5330 XpressMusic,113
4761,Nokia,5030 XpressRadio,82
4762,Nokia,N86 8MP,149
4763,Nokia,E75,139
4764,Nokia,E55,98
4765,Nokia,6720 classic,110
4766,Nokia,6710 Navigator,117
4767,Nokia,5630 XpressMusic,83
4768,Nokia,6700 classic,116.5
4769,Nokia,6303 classic,96
4770,Nokia,2700 classic,85
4771,Nokia,6208c,120.1
4772,Nokia,8800 Gold Arte,150
4773,Nokia,N97,150
4774,Nokia,6260 slide,114
4775,Nokia,E63,126
4776,Nokia,7100 Supernova,103.5
4777,Nokia,5130 XpressMusic,88
4778,Nokia,2330 classic,80
4779,Nokia,2323 classic,78
4780,Nokia,1662,82
4781,Nokia,1661,82
4782,Nokia,1202,78
4783,Nokia,5800 XpressMusic,109
4784,Nokia,N85,128
4785,Nokia,N79,97
4786,Nokia,8800 Carbon Arte,150
4787,Nokia,3610 fold,97
4788,Nokia,7610 Supernova,99
4789,Nokia,7510 Supernova,124
4790,Nokia,7310 Supernova,83
4791,Nokia,7210 Supernova,69.8
4792,Nokia,E71,127
4793,Nokia,E66,121
4794,Nokia,6600 fold,110
4795,Nokia,703,114
4796,Nokia,6600 slide,110
4797,Nokia,3600 slide,97.3
4798,Nokia,5320 XpressMusic,90
4799,Nokia,5220 XpressMusic,78
4800,Nokia,6212 classic,88
4801,Nokia,5000,74
4802,Nokia,7070 Prism,78
4803,Nokia,2680 slide,97
4804,Nokia,1680 classic,73.7
4805,Nokia,6300i,93
4806,Nokia,N96,125
4807,Nokia,N78,101.8
4808,Nokia,6220 classic,90
4809,Nokia,6210 Navigator,117
4810,Nokia,6124 classic,93
4811,Nokia,6650 fold,112
4812,Nokia,3555,94
4813,Nokia,3120 classic,85
4814,Nokia,7900 Crystal Prism,101
4815,Nokia,2600 classic,73.2
4816,Nokia,1209,79.9
4817,Nokia,3110 Evolve,87
4818,Nokia,N82,114
4819,Nokia,8800 Sapphire Arte,150
4820,Nokia,8800 Arte,150
4821,Nokia,6301,93
4822,Nokia,E51,100
4823,Nokia,E51 camera-free,100
4824,Nokia,6263,105
4825,Nokia,N81 8GB,140
4826,Nokia,N81,140
4827,Nokia,N95 8GB,128
4828,Nokia,5610 XpressMusic,111
4829,Nokia,5310 XpressMusic,71
4830,Nokia,6555,97
4831,Nokia,7900 Prism,101
4832,Nokia,7500 Prism,83
4833,Nokia,8600 Luna,143
4834,Nokia,6500 slide,125
4835,Nokia,6500 classic,94
4836,Nokia,N810,225
4837,Nokia,3500 classic,81
4838,Nokia,2630,66
4839,Nokia,N87,
4840,Nokia,6267,105
4841,Nokia,2760,81
4842,Nokia,2660,79
4843,Nokia,1650,80
4844,Nokia,1208,77
4845,Nokia,1200,77
4846,Nokia,6120 classic,89
4847,Nokia,6121 classic,89
4848,Nokia,5700,115
4849,Nokia,5070,88
4850,Nokia,E90,210
4851,Nokia,E65,115
4852,Nokia,E61i,150
4853,Nokia,N77,114
4854,Nokia,6110 Navigator,125
4855,Nokia,N800,206
4856,Nokia,3109 classic,89
4857,Nokia,3110 classic,87
4858,Nokia,N76,115
4859,Nokia,N93i,163
4860,Nokia,6290,115
4861,Nokia,6086,84
4862,Nokia,6300,91
4863,Nokia,2626,91
4864,Nokia,N95,120
4865,Nokia,N75,123.5
4866,Nokia,5300,106
4867,Nokia,5200,104
4868,Nokia,6288,115
4869,Nokia,6085,84
4870,Nokia,8800 Sirocco,138
4871,Nokia,7390,115
4872,Nokia,7373,104
4873,Nokia,6151,98
4874,Nokia,6080,91
4875,Nokia,1110i,80
4876,Nokia,E50,104
4877,Nokia,5500 Sport,103
4878,Nokia,N93,180
4879,Nokia,N73,116
4880,Nokia,N72,124
4881,Nokia,2610,91
4882,Nokia,2310,85
4883,Nokia,1112,80
4884,Nokia,6136,98
4885,Nokia,6133,102
4886,Nokia,6131,112
4887,Nokia,6126,112
4888,Nokia,6070,88
4889,Nokia,6125,98
4890,Nokia,6103,97
4891,Nokia,6233,110
4892,Nokia,6234,110
4893,Nokia,6282,115
4894,Nokia,9300i,172
4895,Nokia,N92,191
4896,Nokia,N80,134
4897,Nokia,N71,139
4898,Nokia,7380,80
4899,Nokia,7370,104
4900,Nokia,7360,92
4901,Nokia,E70,127
4902,Nokia,E62,144
4903,Nokia,E61,144
4904,Nokia,E60,117
4905,Nokia,3250,130
4906,Nokia,6708,150
4907,Nokia,6280,115
4908,Nokia,6270,125
4909,Nokia,6111,92
4910,Nokia,6060,93
4911,Nokia,N91,164
4912,Nokia,N90,173
4913,Nokia,N70,126
4914,Nokia,2652,96
4915,Nokia,1600,85
4916,Nokia,1110,80
4917,Nokia,1101,86
4918,Nokia,5140i,100.8
4919,Nokia,8800,134
4920,Nokia,6230i,99
4921,Nokia,6021,88
4922,Nokia,6030,90
4923,Nokia,6680,133
4924,Nokia,6681,131
4925,Nokia,6101,97
4926,Nokia,6822,100
4927,Nokia,7710,189
4928,Nokia,6020,90
4929,Nokia,3230,110
4930,Nokia,6670,120
4931,Nokia,7280,84
4932,Nokia,7270,121
4933,Nokia,7260,92
4934,Nokia,9300,167
4935,Nokia,6630,127
4936,Nokia,6260,125
4937,Nokia,6170,121
4938,Nokia,3128,80
4939,Nokia,2650,96
4940,Nokia,2600,94
4941,Nokia,3220,86
4942,Nokia,N-Gage QD,143
4943,Nokia,3120,84
4944,Nokia,7610,118
4945,Nokia,9500,230
4946,Nokia,5140,100
4947,Nokia,6610i,87
4948,Nokia,3108,93
4949,Nokia,7700,183
4950,Nokia,7200,115
4951,Nokia,6230,97
4952,Nokia,6820,100
4953,Nokia,6810,122
4954,Nokia,3660,130
4955,Nokia,7600,123
4956,Nokia,3200,90
4957,Nokia,2300,92
4958,Nokia,1100,86
4959,Nokia,6620,122
4960,Nokia,6600,122
4961,Nokia,3100,85
4962,Nokia,7250i,92
4963,Nokia,6108,98
4964,Nokia,6220,92
4965,Nokia,3300,125
4966,Nokia,N-Gage,137
4967,Nokia,7250,92
4968,Nokia,8910i,112
4969,Nokia,6800,122
4970,Nokia,6100,76
4971,Nokia,5100,104
4972,Nokia,2100,85
4973,Nokia,6650,141
4974,Nokia,3650,130
4975,Nokia,3530,106
4976,Nokia,3510i,106
4977,Nokia,6610,84
4978,Nokia,3610,92
4979,Nokia,9210i Communicator,244
4980,Nokia,7210,83
4981,Nokia,6310i,111
4982,Nokia,3510,105
4983,Nokia,3410,114
4984,Nokia,7650,154
4985,Nokia,8910,110
4986,Nokia,6510,84
4987,Nokia,6500,88
4988,Nokia,8855,98
4989,Nokia,5210,92
4990,Nokia,5510,155
4991,Nokia,8310,84
4992,Nokia,6310,111
4993,Nokia,3350,108
4994,Nokia,3330,133
4995,Nokia,8250,81
4996,Nokia,9210 Communicator,244
4997,Nokia,3310,133
4998,Nokia,8890,91
4999,Nokia,8210,79
5000,Nokia,8850,91
5001,Nokia,6250,167
5002,Nokia,8810,118
5003,Nokia,6210,114
5004,Nokia,7110,141
5005,Nokia,9110i Communicator,253
5006,Nokia,9000 Communicator,397
5007,Nokia,3210,151
5008,Nokia,6150,141
5009,Nokia,6130,152
5010,Nokia,6110,137
5011,Nokia,5110,170
5012,Nokia,3110,146
5013,Nokia,8110,152
5014,Nokia,2110,236
5015,Nvidia,Shield K1,356
5016,Nvidia,Shield LTE,390
5017,Nvidia,Shield,390
5018,O2,XDA Serra,165
5019,O2,XDA Guide,102
5020,O2,XDA Zest,102.5
5021,O2,XDA Ignito,110
5022,O2,XDA Stellar,190
5023,O2,XDA Orbit II,130
5024,O2,XDA Comet,145
5025,O2,XDA Nova,120
5026,O2,XDA Terra,168
5027,O2,XDA Argon,200
5028,O2,XDA Star,120
5029,O2,Cocoon,114
5030,O2,XDA Flame,190
5031,O2,XDA Atom Life,145
5032,O2,XDA Zinc,175
5033,O2,XDA Graphite,105
5034,O2,XDA Orbit,129
5035,O2,Cosmo,130
5036,O2,XDA Stealth,140
5037,O2,Jet,121
5038,O2,Ice,92
5039,O2,XDA Atom Exec,140
5040,O2,XDA Trion,160
5041,O2,XDA Neo,150
5042,O2,XDA Atom,140
5043,O2,XDA Orion,106
5044,O2,XDA Exec,285
5045,O2,XDA mini S,160
5046,O2,X2i,95
5047,O2,X7,83
5048,O2,XDA phone,105
5049,O2,Xphone IIm,106
5050,O2,X1b,86
5051,O2,XM,91
5052,O2,X4,116
5053,O2,XDA II mini,150
5054,O2,XDA IIs,210
5055,O2,XDA IIi,190
5056,O2,Xphone II,102
5057,O2,X3,96
5058,O2,X2,89
5059,O2,X1i,86
5060,O2,XDA II,190
5061,O2,Xphone,130
5062,O2,XDA,201
5063,OnePlus,5,153
5064,OnePlus,3T,158
5065,OnePlus,3,158
5066,OnePlus,X,138
5067,OnePlus,2,175
5068,OnePlus,One,162
5069,Oppo,R11 Plus,188
5070,Oppo,R11,150
5071,Oppo,A77,153
5072,Oppo,F3,153
5073,Oppo,F3 Plus,185
5074,Oppo,A57,147
5075,Oppo,F1s,160
5076,Oppo,R9s Plus,185
5077,Oppo,R9s,145
5078,Oppo,A37,136
5079,Oppo,A59,160
5080,Oppo,R9 Plus,185
5081,Oppo,F1 Plus,145
5082,Oppo,F1,134
5083,Oppo,A53,165
5084,Oppo,A33,146
5085,Oppo,Neo 7,141
5086,Oppo,R7s,155
5087,Oppo,R7 lite,147
5088,Oppo,R5s,155
5089,Oppo,Mirror 5s,160
5090,Oppo,Mirror 5,160
5091,Oppo,Joy 3,135
5092,Oppo,R7 Plus,192
5093,Oppo,R7,147
5094,Oppo,Neo 5 (2015),135
5095,Oppo,Neo 5s,135
5096,Oppo,Joy Plus,125
5097,Oppo,Mirror 3,130
5098,Oppo,A31,135
5099,Oppo,R1x,130
5100,Oppo,U3,195
5101,Oppo,R5,155
5102,Oppo,N3,192
5103,Oppo,R1S,140
5104,Oppo,Neo 3,128
5105,Oppo,Find 5 Mini,128
5106,Oppo,R2001 Yoyo,
5107,Oppo,R1001 Joy,125
5108,Oppo,Neo 5,132.5
5109,Oppo,N1 mini,150
5110,Oppo,R3,140
5111,Oppo,Find 7,171
5112,Oppo,Find 7a,170
5113,Oppo,Neo,130
5114,Oppo,R1 R829T,140
5115,Oppo,N1,213
5116,Oppo,R819,110
5117,Oppo,Find 5,165
5118,Oppo,U705T Ulike 2,113
5119,Oppo,R601,102.5
5120,Oppo,R821T FInd Muse,
5121,Oppo,R811 Real,119
5122,Oppo,T29,160
5123,Oppo,R817 Real,125
5124,Oppo,R815T Clover,141.5
5125,Oppo,Find,125
5126,Oppo,U701 Ulike,130
5127,Orange,Rono,131.8
5128,Orange,Gova,
5129,Orange,Reyo,130
5130,Orange,Hiro,96
5131,Orange,San Diego,117
5132,Orange,Tahiti,390
5133,Orange,Monte Carlo,120
5134,Orange,San Francisco II,120
5135,Orange,Sydney,100
5136,Orange,Miami,100
5137,Orange,Malibu,90
5138,Orange,Dallas,80
5139,Orange,San Francisco,130
5140,Orange,Stockholm,130
5141,Orange,Atlanta,84
5142,Orange,Barcelona,115
5143,Orange,Rio II,106
5144,Orange,Rio,90
5145,Palm,Pre 2,145
5146,Palm,Pre 2 CDMA,145
5147,Palm,Pixi Plus,92.5
5148,Palm,Pre Plus,138
5149,Palm,Pixi,99.5
5150,Palm,Pre,133
5151,Palm,Treo Pro,133
5152,Palm,Centro,124
5153,Palm,Treo 500v,120
5154,Palm,Treo 750,154
5155,Palm,Treo 680,157
5156,Palm,Treo 750v,154
5157,Palm,Treo 650,178
5158,Palm,Treo 600,168
5159,Palm,Treo 270,153
5160,Palm,Treo 180,147
5161,Panasonic,Eluga i3 Mega,180
5162,Panasonic,P85,146.7
5163,Panasonic,Eluga Ray,169
5164,Panasonic,Eluga Mark 2,163
5165,Panasonic,Eluga Ray X,193
5166,Panasonic,Eluga Ray Max,165
5167,Panasonic,Eluga Pulse X,145
5168,Panasonic,Eluga Pulse,133
5169,Panasonic,P88,156
5170,Panasonic,P55 Novo,155
5171,Panasonic,P77,126
5172,Panasonic,Eluga Tapp,138
5173,Panasonic,Eluga Arc 2,147
5174,Panasonic,Eluga Note,142
5175,Panasonic,Eluga A2,167.5
5176,Panasonic,Eluga I3,
5177,Panasonic,Eluga I2 (2016),
5178,Panasonic,Eluga Arc,
5179,Panasonic,P66,155
5180,Panasonic,Eluga Turbo,145
5181,Panasonic,T50,
5182,Panasonic,Eluga Mark,145
5183,Panasonic,Eluga Switch,141
5184,Panasonic,Eluga L2,
5185,Panasonic,Eluga I2,
5186,Panasonic,T45,
5187,Panasonic,Eluga Icon,147
5188,Panasonic,Eluga Z,
5189,Panasonic,Eluga L 4G,110
5190,Panasonic,Eluga S mini,135
5191,Panasonic,Eluga U2,131
5192,Panasonic,Eluga S,135
5193,Panasonic,P61,173.8
5194,Panasonic,T41,120.6
5195,Panasonic,T40,117
5196,Panasonic,P55,148
5197,Panasonic,Eluga I,155
5198,Panasonic,Lumix Smart Camera CM1,204
5199,Panasonic,Eluga A,115
5200,Panasonic,Eluga U,141
5201,Panasonic,P81,
5202,Panasonic,T31,120
5203,Panasonic,T21,140
5204,Panasonic,P11,160
5205,Panasonic,T11,120
5206,Panasonic,P51,135
5207,Panasonic,P41,133
5208,Panasonic,Eluga Power,133
5209,Panasonic,Eluga DL1,103
5210,Panasonic,Toughpad FZ-A1,952.5
5211,Panasonic,Toughpad JT-B1,952.5
5212,Panasonic,KX-TU311,110
5213,Panasonic,KX-TU301,128
5214,Panasonic,VS7,113
